timestamp,density,viscosity,diameter,length,velocity,is_anomaly,reynolds_number,friction_factor,expected_pressure_drop,actual_pressure_drop
2026-06-09 16:29:50.827177,998.9934283060225,0.0010285306498609766,0.5,1000.0,1.9576240317977296,0,950702.6081936457,0.010132702772868674,38792.38759082089,38812.259624358376
2026-06-09 16:34:50.827177,997.7234713976576,0.001048409233026643,0.5,1000.0,1.9546585891616146,0,930079.9208652208,0.010188409864489708,38838.13984734968,38884.900916367
2026-06-09 16:39:50.827177,999.2953770762014,0.0009834345808408338,0.5,1000.0,1.8204356827369985,0,924897.8007608145,0.010202651165583988,33787.61957219336,33867.391551819455
2026-06-09 16:44:50.827177,1001.046059712816,0.0009693881632746125,0.5,1000.0,1.0373352408415297,1,535606.0630748026,0.011695669939603352,12598.459047391887,40333.83090987324
2026-06-09 16:49:50.827177,997.5316932505533,0.0009457424736721101,0.5,1000.0,2.0732829081821746,0,1093408.3366036024,0.009784550512597252,41955.09582564634,41924.25054634512
2026-06-09 16:54:50.827177,997.5317260861017,0.0009587294735010522,0.5,1000.0,1.8725767880923205,0,974182.3983115768,0.010071088334531467,35227.54624969553,35336.846199893946
2026-06-09 16:59:50.827177,1001.1584256310148,0.0011474547212654363,0.5,1000.0,1.2739985905563431,1,555784.2063567011,0.011588038368260783,18830.013277255133,59183.709104411355
2026-06-09 17:04:50.827177,999.5348694583058,0.0010622339790368393,0.5,1000.0,2.048777482108434,0,963923.4733317401,0.010097778401559399,42365.60078891259,42395.02823403304
2026-06-09 17:09:50.827177,997.06105122813,0.0009324462816895989,0.5,1000.0,1.9265766678028962,0,1030040.3333639946,0.009931684552138852,36755.070607093614,36771.31453293802
2026-06-09 17:14:50.827177,999.085120087172,0.0009338771021628216,0.5,1000.0,1.9858470362662153,0,1062254.455167523,0.009855515255292595,38830.53833318263,38960.662048311744
2026-06-09 17:19:50.827177,997.0731646143751,0.0010240933030859246,0.5,1000.0,2.1598321807641034,0,1051423.098374536,0.009880799720179287,45957.79034556087,45911.19942614331
2026-06-09 17:24:50.827177,997.0685404928595,0.0010273632398688983,0.5,1000.0,2.0733547813505866,0,1006108.0373232578,0.009990226166397534,42820.09032186963,42681.09542899933
2026-06-09 17:29:50.827177,998.483924543132,0.0010274441917658683,0.5,1000.0,2.0008783654898146,0,972240.0977682405,0.01007611447032809,40278.709416831065,40181.92222781748
2026-06-09 17:34:50.827177,994.1734395106844,0.0009872522103223152,0.5,1000.0,1.9762316683039016,0,995043.1178605276,0.010017884027537928,38896.79919516716,38915.68359316551
2026-06-09 17:39:50.827177,994.5501643349739,0.0009937272869998551,0.5,1000.0,2.007660907045166,0,1004661.697002874,0.009993819782265106,40062.58166514072,39905.62759050772
2026-06-09 17:44:50.827177,996.8754249415181,0.001016393976207968,0.5,1000.0,1.9488236442057696,0,955699.484614121,0.010119432011100618,38312.64247628349,38258.20107777674
2026-06-09 17:49:50.827177,995.9743377593312,0.0010042946503146665,0.5,1000.0,1.7895250494280985,0,887349.6565223397,0.010308910719902585,32880.354471787665,32887.89611108509
2026-06-09 17:54:50.827177,998.6284946651906,0.0008890349813626232,0.5,1000.0,2.2042177910534733,0,1237968.5505851482,0.009485474739750407,46022.693528388816,45946.034317924474
2026-06-09 17:59:50.827177,996.1839518489576,0.0009885100184712403,0.5,1000.0,2.01553249991994,0,1015589.6719971739,0.009966826675956544,40334.44244056031,40367.127765335645
2026-06-09 18:04:50.827177,995.1753925973294,0.0009574296782869843,0.5,1000.0,2.0398147265122537,0,1060116.1982541827,0.009860481150260315,40829.981368934576,40902.42254516941
2026-06-09 18:09:50.827177,1000.9312975378431,0.0010087605709454255,0.5,1000.0,1.9942092250123091,0,989365.804257577,0.010032224701594832,39934.013639662124,39979.50449965739
2026-06-09 18:14:50.827177,997.5484473990269,0.0011492629501301706,0.5,1000.0,1.926488319927541,0,836086.0463910417,0.010463421753466007,38738.29379273679,38583.543296731565
2026-06-09 18:19:50.827177,998.1350564093758,0.0010183740832737152,0.5,1000.0,1.9814075519051229,0,971014.6649810313,0.010079292012908574,39497.259608288274,39505.177827045234
2026-06-09 18:24:50.827177,995.1505036275731,0.00098432351569138,0.5,1000.0,1.840060523780569,0,930150.0613135686,0.010188217787997327,34328.21357767646,34343.95780836034
2026-06-09 18:29:50.827177,996.9112345509496,0.0010460900750988626,0.5,1000.0,2.2277086498053302,0,1061489.7479489888,0.009857289777489614,48767.53410413448,48729.44109231323
2026-06-09 18:34:50.827177,998.2218451794197,0.0010241343943604606,0.5,1000.0,1.8765488001577604,0,914534.2721511013,0.010231433326541167,35965.26577291884,35996.59687420448
2026-06-09 18:39:50.827177,995.6980128451554,0.0010210047245225921,0.5,1000.0,1.8968033716152821,0,924894.5193463385,0.010202660215016649,36549.8576288514,36577.60008642596
2026-06-09 18:44:50.827177,998.7513960366913,0.0010303425296607836,0.5,1000.0,1.95597407956136,0,948001.1677362507,0.010139913652934393,38745.19461027353,38736.10708658723
2026-06-09 18:49:50.827177,996.7987226201624,0.0011028271782414772,0.5,1000.0,2.1288075724852376,0,962069.4478807894,0.010102639803164825,45636.79685054901,45536.36968274768
2026-06-09 18:54:50.827177,997.4166125004134,0.0009434555782337042,0.5,1000.0,2.0014508999262652,0,1057962.0401565207,0.009865496650606187,39417.16919442104,39414.507099191025
2026-06-09 18:59:50.827177,996.7965867755412,0.0010236816038405728,0.5,1000.0,1.8763864203969538,0,913553.3804195184,0.01023417862041677,35917.334334770094,36104.027427537534
2026-06-09 19:04:50.827177,1001.7045563690178,0.000953680943500923,0.5,1000.0,2.125433836075734,0,1116231.1527596768,0.009734147888141502,44048.666913270885,44009.43621036931
2026-06-09 19:09:50.827177,997.9730055505241,0.0010277756323171124,0.5,1000.0,2.0731000626785483,0,1006492.9714737331,0.009989270836607866,42844.305940024184,42949.03648584178
2026-06-09 19:14:50.827177,995.8845781420882,0.0009540656744256953,0.5,1000.0,2.053843495721645,0,1071934.1016737951,0.009833190501416152,41308.37910272178,41312.26480477854
2026-06-09 19:19:50.827177,999.6450898242064,0.0009791316593197458,0.5,1000.0,2.071573424117084,0,1057487.1019223714,0.009866604161190678,42326.679915029665,42246.607017496026
2026-06-09 19:24:50.827177,995.558312700058,0.0009852455042881048,0.5,1000.0,2.239436190058245,0,1131438.461312627,0.009701273319584562,48436.50828029186,48406.848610469926
2026-06-09 19:29:50.827177,998.4177271900095,0.0010487908359672355,0.5,1000.0,2.218509489503611,0,1055977.5726000245,0.009870128372122039,48501.77873732107,48500.09169995026
2026-06-09 19:34:50.827177,994.0806597522404,0.0010459227221971208,0.5,1000.0,1.9313284656996705,0,917800.2516992722,0.010222319051499945,37903.85127823419,37969.372424862086
2026-06-09 19:39:50.827177,995.3436279022031,0.0009377141311776808,0.5,1000.0,2.162388499281115,0,1147641.6651124554,0.00966684818316021,44990.972875409665,45228.9774202916
2026-06-09 19:44:50.827177,998.3937224717382,0.0010027467055499925,0.5,1000.0,2.0383168189758902,0,1014734.1822269558,0.009968926689949,41351.72395292737,41357.1904135288
2026-06-09 19:49:50.827177,999.4769331599908,0.0009645210072625413,0.5,1000.0,2.049909581613775,0,1062100.942571241,0.009855871356976818,41393.982584199926,41270.89666107077
2026-06-09 19:54:50.827177,998.34273656238,0.0009370747544662333,0.5,1000.0,1.830772916835667,0,975236.4126270309,0.01006836607763675,33690.51258751213,33525.05484738431
2026-06-09 19:59:50.827177,997.7687034352235,0.0009891491474787815,0.5,1000.0,1.9829614234611803,0,1000120.5851978805,0.010005144912316029,39253.80780844327,39211.62935151044
2026-06-09 20:04:50.827177,997.3977926088214,0.000984575860577209,0.5,1000.0,1.9187176409663436,0,971852.3561087068,0.010077119341316176,37002.14849118161,36889.33970118328
2026-06-09 20:09:50.827177,995.0429560192651,0.0011213358243172761,0.5,1000.0,2.082805881489331,0,924112.686042686,0.010204817487113268,44049.87315690569,44105.663786659614
2026-06-09 20:14:50.827177,996.5603115832106,0.0010216479912680348,0.5,1000.0,2.1071080500402806,0,1027682.8579094831,0.009937375409949135,43969.233677212454,44025.759249563096
2026-06-09 20:19:50.827177,997.0787224580804,0.0009311191249622881,0.5,1000.0,1.7925513648983689,0,959767.0034571264,0.010108693321934469,32386.773781845106,32372.17623861434
2026-06-09 20:24:50.827177,1000.1142444524378,0.0009717612997914529,0.5,1000.0,1.997796513599573,0,1028042.972691515,0.00993650505091434,39663.01939621881,39728.758040008775
2026-06-09 20:29:50.827177,998.6872365791369,0.0010510691647714699,0.5,1000.0,2.1121861504794253,0,1003460.7714049267,0.00999680855166863,44540.51721607141,44546.99315084833
2026-06-09 20:34:50.827177,994.4739196892746,0.0011044221386434963,0.5,1000.0,1.9813321037686555,0,892042.5598590089,0.01029532547741235,40192.77872746556,40379.536107002394
2026-06-09 20:39:50.827177,998.6481679387896,0.0009207008343881021,0.5,1000.0,2.0729063645002364,0,1124200.2102629836,0.009716851359122087,41696.29232770517,41758.90482234067
2026-06-09 20:44:50.827177,997.2298354391673,0.0009060037807430477,0.5,1000.0,2.0351165467627084,0,1120016.815693225,0.009725912073654861,40170.216574911945,40259.77828252677
2026-06-09 20:49:50.827177,996.646155999388,0.0010935482587685892,0.5,1000.0,2.0341660231952625,0,926956.689577216,0.010196981093885475,42051.87861324878,41907.06587216676
2026-06-09 20:54:50.827177,999.2233525776817,0.0010194807088685452,0.5,1000.0,1.9728685021931702,0,966833.5368229899,0.010090171507295957,39242.56639650469,39125.442851781765
2026-06-09 20:59:50.827177,1000.0619990449919,0.0009565853634061817,0.5,1000.0,1.878341919586429,0,981856.1138667495,0.010051352701708028,35465.06331021694,35512.947152827386
2026-06-09 21:04:50.827177,999.8625602382324,0.0010267314543061217,0.5,1000.0,1.8878469852574973,0,919221.6290350459,0.010218365106948334,36412.90299792433,36257.98064710369
2026-06-09 21:09:50.827177,996.3215649535547,0.0008682126130491561,0.5,1000.0,2.070935251445532,0,1188255.860158113,0.00958316539420434,40948.83547967842,40886.38789539091
2026-06-09 21:14:50.827177,997.3815752482976,0.001000168775329858,0.5,1000.0,2.0019458255518883,0,998183.4717806394,0.010009995476503847,40012.884843582775,40130.82610489161
2026-06-09 21:19:50.827177,998.6625268628071,0.0010163910586421542,0.5,1000.0,1.9861487755392775,0,975752.5600212226,0.010067034338345968,39659.19162726305,39594.6060472925
2026-06-09 21:24:50.827177,999.9510902542447,0.0010462135069768915,0.5,1000.0,1.9576109957677648,0,935523.7895790763,0.010173555669911849,38985.60835922452,38864.63508859581
2026-06-09 21:29:50.827177,997.0416515243094,0.0009493052023853731,0.5,1000.0,1.9694811154519247,0,1034258.8974873093,0.009921541616500202,38370.38011748538,38437.13444861596
2026-06-09 21:34:50.827177,997.6286820466723,0.001004284358070168,0.5,1000.0,2.104691179448814,0,1045371.3983475551,0.009895068874384705,43728.492945496786,43935.84617010087
2026-06-09 21:39:50.827177,995.787330051988,0.0009537287686970207,0.5,1000.0,1.9664755918131973,0,1026597.678215861,0.009940000480646721,38276.31518508927,38195.45066940301
2026-06-09 21:44:50.827177,995.6075867518387,0.0010127691877837158,0.5,1000.0,1.865893528669843,0,917137.7721710368,0.010224164533087707,35439.67610733676,35562.07868715104
2026-06-09 21:49:50.827177,999.6250516447884,0.0009552326838818488,0.5,1000.0,2.0743651775540175,0,1085383.400678878,0.009802586447691325,42164.6246947021,42071.307198045644
2026-06-09 21:54:50.827177,1000.7124800571416,0.000979594958041989,0.5,1000.0,1.9795123336135283,0,1011092.7380810307,0.009977890349769954,39125.9113928325,39114.6646147218
2026-06-09 21:59:50.827177,997.8559797568394,0.0009502092302604886,0.5,1000.0,2.0031395865532775,0,1051791.9375408883,0.009879933364116912,39558.90912877397,39551.995834803856
2026-06-09 22:04:50.827177,1000.007065795784,0.001032556812091183,0.5,1000.0,2.160757830639951,0,1046321.6516568328,0.009892821471318402,46188.66729502579,46110.469121017595
2026-06-09 22:09:50.827177,998.7232720500953,0.0010429225558328333,0.5,1000.0,1.9979439442649494,0,956635.3236053698,0.01011695624136294,40333.1034011113,40420.64293226611
